work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
Song of Soho,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Song_of_Soho,,,English Wikipedia category membership,CC BY-SA 4.0
Song of the Forge,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Song_of_the_Forge,,,English Wikipedia category membership,CC BY-SA 4.0
Song of the Plough,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Song_of_the_Plough,,,English Wikipedia category membership,CC BY-SA 4.0
Song of the Plough,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Song_of_the_Plough,,,English Wikipedia category membership,CC BY-SA 4.0
Songbird (2018 film),2018,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Songbird_%282018_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sonic the Hedgehog 3 (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_3_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sonic the Hedgehog 3 (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_3_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sonic the Hedgehog 3 (film),,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_3_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sons and Lovers (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Sons_and_Lovers_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sons of the Sea (1939 film),1939,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/Sons_of_the_Sea_%281939_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Soorma (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Soorma_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sorrell and Son (1934 film),1934,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Sorrell_and_Son_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Sorry, I'm a Stranger Here Myself",,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Sorry%2C_I%27m_a_Stranger_Here_Myself,,,English Wikipedia category membership,CC BY-SA 4.0
Sorted (film),,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Sorted_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
South of Algiers,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/South_of_Algiers,,,English Wikipedia category membership,CC BY-SA 4.0
Southcliffe,,Kent,Category:Television shows shot in Kent,,,https://en.wikipedia.org/wiki/Southcliffe,,,English Wikipedia category membership,CC BY-SA 4.0
Southern Roses,,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/Southern_Roses,,,English Wikipedia category membership,CC BY-SA 4.0
Space Patrol (1962 TV series),1962,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Space_Patrol_%281962_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Space Precinct,,Pinewood Studios,Category:Television shows shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Space_Precinct,,,English Wikipedia category membership,CC BY-SA 4.0
Space Riders,,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Space_Riders,,,English Wikipedia category membership,CC BY-SA 4.0
Space Riders,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Space_Riders,,,English Wikipedia category membership,CC BY-SA 4.0
Space: 1999,,Pinewood Studios,Category:Television shows shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Space%3A_1999,,,English Wikipedia category membership,CC BY-SA 4.0
Spangles (1928 film),1928,Walthamstow Studios,Category:Films shot at Walthamstow Studios,,,https://en.wikipedia.org/wiki/Spangles_%281928_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spanish Fly (1975 film),1975,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Spanish_Fly_%281975_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sparkle (2007 film),2007,Merseyside,Category:Films shot in Merseyside,,,https://en.wikipedia.org/wiki/Sparkle_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sparrows Can't Sing,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Sparrows_Can%27t_Sing,,,English Wikipedia category membership,CC BY-SA 4.0
Sparrows Can't Sing,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Sparrows_Can%27t_Sing,,,English Wikipedia category membership,CC BY-SA 4.0
Speak No Evil (2024 film),2024,Gloucestershire,Category:Films shot in Gloucestershire,,,https://en.wikipedia.org/wiki/Speak_No_Evil_%282024_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Speak No Evil (2024 film),2024,Worcestershire,Category:Films shot in Worcestershire,,,https://en.wikipedia.org/wiki/Speak_No_Evil_%282024_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Special Branch (TV series),,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Special_Branch_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Special Edition (film),,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Special_Edition_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Special Forces: World's Toughest Test,,Wales,Category:Television shows shot in Wales,,,https://en.wikipedia.org/wiki/Special_Forces%3A_World%27s_Toughest_Test,,,English Wikipedia category membership,CC BY-SA 4.0
Special Mission Lady Chaplin,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Special_Mission_Lady_Chaplin,,,English Wikipedia category membership,CC BY-SA 4.0
Spectre (1977 film),1977,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Spectre_%281977_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spectre (2015 film),2015,Bovingdon Studios,Category:Films shot at Bovingdon Studios,,,https://en.wikipedia.org/wiki/Spectre_%282015_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spectre (2015 film),2015,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Spectre_%282015_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spectre (2015 film),2015,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Spectre_%282015_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spectre (2015 film),2015,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Spectre_%282015_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Speed (2007 film),2007,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Speed_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spice World (film),,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Spice_World_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spice World (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Spice_World_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spice World (film),,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Spice_World_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Brand New Day,,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Brand_New_Day,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Brand New Day,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Brand_New_Day,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Far From Home,,Essex,Category:Films shot in Essex,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Far_From_Home,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Far From Home,,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Far_From_Home,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Far From Home,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Far_From_Home,,,English Wikipedia category membership,CC BY-SA 4.0
Spider-Man: Far From Home,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Spider-Man%3A_Far_From_Home,,,English Wikipedia category membership,CC BY-SA 4.0
Spies of the Air,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Spies_of_the_Air,,,English Wikipedia category membership,CC BY-SA 4.0
Spike Island (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Spike_Island_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Splinters (1929 film),1929,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Splinters_%281929_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Splinters (1929 film),1929,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/Splinters_%281929_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Splinters in the Air,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Splinters_in_the_Air,,,English Wikipedia category membership,CC BY-SA 4.0
Splinters in the Navy,,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Splinters_in_the_Navy,,,English Wikipedia category membership,CC BY-SA 4.0
Split Second (1992 film),1992,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Split_Second_%281992_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spooks: The Greater Good,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Spooks%3A_The_Greater_Good,,,English Wikipedia category membership,CC BY-SA 4.0
Spooks: The Greater Good,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Spooks%3A_The_Greater_Good,,,English Wikipedia category membership,CC BY-SA 4.0
Spooks: The Greater Good,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Spooks%3A_The_Greater_Good,,,English Wikipedia category membership,CC BY-SA 4.0
Sporting Love (film),,Beaconsfield Studios,Category:Films shot at Beaconsfield Studios,,,https://en.wikipedia.org/wiki/Sporting_Love_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spring & Port Wine (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Spring_%26_Port_Wine_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spring Handicap,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Spring_Handicap,,,English Wikipedia category membership,CC BY-SA 4.0
Spring Meeting,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Spring_Meeting,,,English Wikipedia category membership,CC BY-SA 4.0
Spring Song (1946 film),1946,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Spring_Song_%281946_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Spring in Park Lane,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Spring_in_Park_Lane,,,English Wikipedia category membership,CC BY-SA 4.0
Spring in Park Lane,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Spring_in_Park_Lane,,,English Wikipedia category membership,CC BY-SA 4.0
Spring in the Air,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Spring_in_the_Air,,,English Wikipedia category membership,CC BY-SA 4.0
Spy of Napoleon,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Spy_of_Napoleon,,,English Wikipedia category membership,CC BY-SA 4.0
Spy of Napoleon,,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/Spy_of_Napoleon,,,English Wikipedia category membership,CC BY-SA 4.0
Spy of Napoleon,,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Spy_of_Napoleon,,,English Wikipedia category membership,CC BY-SA 4.0
Squibs (1935 film),1935,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Squibs_%281935_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Squid Game: The Challenge,,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Squid_Game%3A_The_Challenge,,,English Wikipedia category membership,CC BY-SA 4.0
St George (advertisement),,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/St_George_%28advertisement%29,,,English Wikipedia category membership,CC BY-SA 4.0
St George (advertisement),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/St_George_%28advertisement%29,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's (film),,Berkshire,Category:Films shot in Berkshire,,,https://en.wikipedia.org/wiki/St_Trinian%27s_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/St_Trinian%27s_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's (film),,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/St_Trinian%27s_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's 2: The Legend of Fritton's Gold,,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/St_Trinian%27s_2%3A_The_Legend_of_Fritton%27s_Gold,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's 2: The Legend of Fritton's Gold,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/St_Trinian%27s_2%3A_The_Legend_of_Fritton%27s_Gold,,,English Wikipedia category membership,CC BY-SA 4.0
St Trinian's 2: The Legend of Fritton's Gold,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/St_Trinian%27s_2%3A_The_Legend_of_Fritton%27s_Gold,,,English Wikipedia category membership,CC BY-SA 4.0
St. Martin's Lane (film),,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/St._Martin%27s_Lane_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stage (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Stage_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stage Fright (1950 film),1950,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Stage_Fright_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stamboul (film),,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Stamboul_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Stand Up, Virgin Soldiers",,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Stand_Up%2C_Virgin_Soldiers,,,English Wikipedia category membership,CC BY-SA 4.0
Star Trap,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Star_Trap,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Star_Wars_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Ahsoka,,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Ahsoka,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Episode I – The Phantom Menace,,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Episode_I_%E2%80%93_The_Phantom_Menace,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Episode I – The Phantom Menace,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Episode_I_%E2%80%93_The_Phantom_Menace,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Episode II – Attack of the Clones,,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Episode_II_%E2%80%93_Attack_of_the_Clones,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Episode III – Revenge of the Sith,,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Episode_III_%E2%80%93_Revenge_of_the_Sith,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Episode III – Revenge of the Sith,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Episode_III_%E2%80%93_Revenge_of_the_Sith,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: Starfighter,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Star_Wars%3A_Starfighter,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Acolyte,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Acolyte,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Acolyte,,Wales,Category:Television shows shot in Wales,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Acolyte,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Force Awakens,,Berkshire,Category:Films shot in Berkshire,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Force_Awakens,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Force Awakens,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Force_Awakens,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Force Awakens,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Force_Awakens,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Last Jedi,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Last_Jedi,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Last Jedi,,Longcross Studios,Category:Films shot at Longcross Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Last_Jedi,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Last Jedi,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Last_Jedi,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Rise of Skywalker,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Rise_of_Skywalker,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Rise of Skywalker,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Rise_of_Skywalker,,,English Wikipedia category membership,CC BY-SA 4.0
Star Wars: The Rise of Skywalker,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Star_Wars%3A_The_Rise_of_Skywalker,,,English Wikipedia category membership,CC BY-SA 4.0
Star of India (film),,Riverside Studios,Category:Films shot at Riverside Studios,,,https://en.wikipedia.org/wiki/Star_of_India_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Star of the Circus,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Star_of_the_Circus,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (1938 film),1938,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/Stardust_%281938_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (1974 film),1974,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Stardust_%281974_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Highland (council area),Category:Films shot in Highland (council area),,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Norfolk,Category:Films shot in Norfolk,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stardust (2007 film),2007,Wiltshire,Category:Films shot in Wiltshire,,,https://en.wikipedia.org/wiki/Stardust_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Starfish (2016 film),2016,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Starfish_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Starlings (TV series),,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Starlings_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stars in Your Eyes,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Stars_in_Your_Eyes,,,English Wikipedia category membership,CC BY-SA 4.0
Starting Over (2007 film),2007,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Starting_Over_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
State Secret (1950 film),1950,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/State_Secret_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Statement of Youth,,the United Kingdom,Category:Films shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Statement_of_Youth,,,English Wikipedia category membership,CC BY-SA 4.0
Stay Close,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Stay_Close,,,English Wikipedia category membership,CC BY-SA 4.0
Steal (2026 TV series),2026,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Steal_%282026_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stepping Stones (film),,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Stepping_Stones_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stepping Toes,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Stepping_Toes,,,English Wikipedia category membership,CC BY-SA 4.0
Steptoe and Son (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Steptoe_and_Son_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Steve (2025 film),2025,Somerset,Category:Films shot in Somerset,,,https://en.wikipedia.org/wiki/Steve_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stevie (1978 film),1978,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Stevie_%281978_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stigma (1977 film),1977,Wiltshire,Category:Films shot in Wiltshire,,,https://en.wikipedia.org/wiki/Stigma_%281977_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Still Crazy,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Still_Crazy,,,English Wikipedia category membership,CC BY-SA 4.0
Still Crazy Like a Fox,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Still_Crazy_Like_a_Fox,,,English Wikipedia category membership,CC BY-SA 4.0
Still Open All Hours,,Manchester,Category:Television shows shot in Manchester,,,https://en.wikipedia.org/wiki/Still_Open_All_Hours,,,English Wikipedia category membership,CC BY-SA 4.0
Still Open All Hours,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Still_Open_All_Hours,,,English Wikipedia category membership,CC BY-SA 4.0
Still Open All Hours,,Yorkshire,Category:Television shows shot in Yorkshire,,,https://en.wikipedia.org/wiki/Still_Open_All_Hours,,,English Wikipedia category membership,CC BY-SA 4.0
Stolen Face,,Riverside Studios,Category:Films shot at Riverside Studios,,,https://en.wikipedia.org/wiki/Stolen_Face,,,English Wikipedia category membership,CC BY-SA 4.0
Stolen Hours,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Stolen_Hours,,,English Wikipedia category membership,CC BY-SA 4.0
Stolen Life (1939 film),1939,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Stolen_Life_%281939_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stolen Life (1939 film),1939,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stolen_Life_%281939_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stone of Destiny (2008 film),2008,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Stone_of_Destiny_%282008_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stone of Destiny (2008 film),2008,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Stone_of_Destiny_%282008_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stoned (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stoned_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stonehouse (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Stonehouse_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stonehouse (TV series),,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Stonehouse_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stop Press Girl,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stop_Press_Girl,,,English Wikipedia category membership,CC BY-SA 4.0
Stop the World – I Want to Get Off,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stop_the_World_%E2%80%93_I_Want_to_Get_Off,,,English Wikipedia category membership,CC BY-SA 4.0
Storm Damage,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Storm_Damage,,,English Wikipedia category membership,CC BY-SA 4.0
Stormbreaker (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Stormbreaker_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stormbreaker (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stormbreaker_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
